timestamp,none:startupDurationMs,splunk-otel:startupDurationMs,cpu:text:startupDurationMs,none:minHeapUsed,splunk-otel:minHeapUsed,cpu:text:minHeapUsed,none:maxHeapUsed,splunk-otel:maxHeapUsed,cpu:text:maxHeapUsed,none:totalAllocatedMB,splunk-otel:totalAllocatedMB,cpu:text:totalAllocatedMB,none:totalGCTime,splunk-otel:totalGCTime,cpu:text:totalGCTime,none:maxThreadContextSwitchRate,splunk-otel:maxThreadContextSwitchRate,cpu:text:maxThreadContextSwitchRate,none:iterationAvg,splunk-otel:iterationAvg,cpu:text:iterationAvg,none:iterationP95,splunk-otel:iterationP95,cpu:text:iterationP95,none:requestAvg,splunk-otel:requestAvg,cpu:text:requestAvg,none:requestP95,splunk-otel:requestP95,cpu:text:requestP95,none:netReadAvg,splunk-otel:netReadAvg,cpu:text:netReadAvg,none:netWriteAvg,splunk-otel:netWriteAvg,cpu:text:netWriteAvg,none:peakThreadCount,splunk-otel:peakThreadCount,cpu:text:peakThreadCount,none:averageCpuUser,splunk-otel:averageCpuUser,cpu:text:averageCpuUser,none:maxCpuUser,splunk-otel:maxCpuUser,cpu:text:maxCpuUser,none:averageCpuSystem,splunk-otel:averageCpuSystem,cpu:text:averageCpuSystem,none:maxCpuSystem,splunk-otel:maxCpuSystem,cpu:text:maxCpuSystem,none:averageMachineCpuTotal,splunk-otel:averageMachineCpuTotal,cpu:text:averageMachineCpuTotal,none:runDurationMs,splunk-otel:runDurationMs,cpu:text:runDurationMs,none:gcPauseMs,splunk-otel:gcPauseMs,cpu:text:gcPauseMs,none:throughputAvg,splunk-otel:throughputAvg,cpu:text:throughputAvg
1655810203,19622,22750,22848,42299624,59380112,61615560,163958784,220201440,267597792,2250.408561706543,4702.333892822266,12029.560073852539,209472180,301446253,336072990,22847.06,22883.281,22235.799,66.65685335470576,67.36427211070593,67.39212927023533,88.91094059999999,94.21105055,98.42729314999995,9.51130678299996,11.77419242223531,12.896505363529416,29.34799535,34.62418964999996,37.88524454999999,3155272,3410690,3229595,4798822,44040368,42068436,53,64,65,0.5095066,0.4934662,0.46763802,0.6,0.5808081,0.579602,0.079980426,0.091814905,0.10074269,0.11568123,0.120987654,0.13533835,0.89052427,0.88059354,0.8567865,22431,23236,23217,209,301,336,889.0550546964511,875.9894171129029,877.668690117445
1655810549,13934,22010,22859,42892240,60194304,61616392,163945984,186375216,251539072,2278.715202331543,4706.263473510742,12121.930740356445,182654037,301520228,393050853,22527.031,22432.328,24662.203,66.68100106411777,67.30570182811762,67.36566713529412,89.53790244999998,95.71247934999995,99.2147627,9.91344853882351,12.72718310947062,14.153776555588218,29.16034594999998,37.30534094999998,39.752047949999984,3200844,3107395,3204286,4889900,40466024,41645324,51,66,66,0.48330307,0.48592538,0.49030784,0.60199004,0.57894737,0.6325,0.07347825,0.08880995,0.104341865,0.09798995,0.116161615,0.14851485,0.862829,0.8716379,0.8828121,22581,23231,23172,182,301,393,886.0114912658174,878.5069920184942,877.3168918782056
1655810891,13934,22980,22668,43487232,59046384,60819616,162466592,225388032,249010480,2281.796546936035,4705.724365234375,12067.769943237305,143666095,258857155,357390789,23382.455,22953.324,23034.082,65.99172829576467,66.76434187635289,67.50578880047074,82.73391889999996,92.83243154999991,97.06370184999993,8.486309222411734,11.728116291117573,12.831363559470637,24.076597749999994,34.01442794999995,38.45222999999999,3312390,3404984,3166579,5038408,44124600,40748432,54,61,65,0.4995693,0.5088204,0.46130046,0.6075949,0.5964912,0.5760599,0.08016031,0.093390584,0.09774968,0.10152284,0.12718205,0.13902439,0.88772154,0.8959951,0.83080405,22307,22533,24201,143,258,357,896.6451258674024,886.6964697176235,875.2418131531787
1655811238,13843,21764,22710,42986848,58409648,63017176,160636416,211109376,234678128,2357.883544921875,4839.01448059082,12272.547225952148,189849320,314245993,297731305,22828.09,22853.488,23040.324,66.53971636976503,67.43217063258793,67.03559389882365,88.18990339999999,94.0294673,96.93353495000001,9.477809052058872,11.88412309211758,12.411442634058782,28.992445899999993,35.49816679999998,37.56207125,3043633,3219304,3170782,4690169,41823713,41264569,50,63,65,0.41780883,0.49044064,0.46827358,0.6005155,0.5930521,0.58056265,0.06998383,0.090312876,0.09884314,0.10512821,0.11838791,0.13670886,0.75706655,0.87017155,0.85457593,25206,23183,23155,189,314,297,889.2188942240798,878.4531583689144,880.5321673917538
1655811578,13879,21778,21723,42759168,58392216,60021248,183941632,168629248,251621888,2271.326347351074,4701.929840087891,12039.56298828125,143954998,266585464,395060997,23095.686,21806.797,29959.217,66.45954392082346,67.26959012929409,67.22355598552966,87.66995169999998,94.44079719999998,95.89110729999999,9.630782650882347,11.9665972588823,12.102316464117596,29.578718049999964,36.24158959999998,36.287513449999985,3071081,3424508,3207904,4693028,44044910,41641179,52,65,66,0.48291448,0.47118336,0.4877837,0.59090906,0.605598,0.60189575,0.071700074,0.08794715,0.10576078,0.09798995,0.12562814,0.16161616,0.85690725,0.85866934,0.8768529,22420,23221,23192,143,266,395,890.5348344595425,878.7234113575819,882.3424065424268
1655811918,13954,21798,22765,43375976,57939456,61554552,236836672,218371584,215154784,2326.455322265625,4725.622047424316,11995.12621307373,140926860,255966074,398158080,22635.982,22278.977,22450.469,66.67853247129389,66.677166595412,67.17492350317627,87.02799689999998,94.02672879999999,97.84839124999998,8.917508013176525,11.705130175000017,13.150942446882377,27.815204749999992,34.260732999999995,39.06035409999999,3029280,3412736,3418550,4618776,44208092,44000032,54,60,65,0.45041916,0.5020343,0.49096537,0.58778626,0.60150373,0.58064514,0.07701849,0.09468099,0.104335025,0.11278196,0.1209068,0.13819095,0.8352978,0.8938179,0.8825825,22479,22599,23282,140,255,398,888.5345203225711,886.8019408560423,881.0965809275848
1655812258,13975,21725,22722,42737664,58982648,62857728,166727680,209514432,262951424,2324.905906677246,4759.198554992676,14636.783889770508,172576456,268373357,356914121,30549.58,22693.814,23042.078,66.46977631952943,67.42933715588212,66.97020285129423,85.34821094999998,94.60136534999995,93.64684004999995,8.989260766176512,12.390788099882315,11.808753619352917,27.24465394999999,37.3612937,34.247043999999995,3038072,3534724,3420724,4619606,45628674,44691428,54,62,70,0.47196513,0.5010222,0.4734161,0.5888325,0.5864662,0.606599,0.077194095,0.08999402,0.10100768,0.1164557,0.12857144,0.1375,0.8565365,0.88283485,0.85080385,22466,23139,23652,172,268,356,890.9075812142646,878.0662733266216,883.2747935161669
1655812600,13973,21762,22743,43343016,58813424,58700056,178251776,207660032,241209424,2297.1142196655273,4714.148338317871,11685.378517150879,159426514,276883960,342053857,22326.438,22723.494,22374.639,66.47292431258845,66.95798127623534,67.26758618082356,86.34429024999999,92.36179259999999,95.28772409999999,9.12098006999999,11.178003572647018,12.574711646647021,27.386240199999992,32.90419139999999,36.27694295,3069219,3279534,3038483,4680401,42776914,39534185,55,64,68,0.47546804,0.48465088,0.4578564,0.5924051,0.5802469,0.59359604,0.075549014,0.09037593,0.1020298,0.10606061,0.120300755,0.13819095,0.85799503,0.87913615,0.84304744,22377,22512,23195,159,276,342,891.0023054528466,884.8534068245825,880.3053001642055
1655812944,13894,21756,22858,42062056,59922960,62021120,161632256,221034904,253066240,2320.828498840332,4823.112770080566,12292.89907836914,198074184,294464322,305878450,22873.19,23647.58,22716.14,66.43381852952936,67.20693782752936,66.99034560129387,87.93518205,93.90641729999994,93.65003529999998,9.272894053999996,11.72411640076468,11.297664744000029,28.25331445,34.77264559999999,33.14569015,3135474,3110512,3215302,4791876,40251310,41908369,50,65,63,0.5039447,0.49576235,0.4825389,0.59398496,0.5940594,0.580402,0.07918742,0.08993711,0.10490191,0.11111111,0.12626262,0.1378446,0.8891026,0.88054216,0.8782559,22412,23263,22525,198,294,305,890.2720622080088,880.7926790125304,884.5322953377789
1655813291,13969,21930,22805,42984600,59107488,61109760,143826432,198539744,271665664,2301.1225357055664,4655.388748168945,12120.739280700684,194933808,270736807,352917893,22471.67,22087.72,23246.105,66.84094127964698,67.2404089971764,67.00359911047067,88.52312839999998,96.29983104999991,96.33161219999998,9.786780834352939,12.880566603823626,12.539833195117655,29.1760104,37.82491734999999,37.648986649999976,3039321,3394946,3207177,4627244,43866352,41536195,54,69,67,0.491852,0.44794452,0.4475961,0.58897245,0.5896806,0.5896806,0.07130626,0.08279718,0.09817938,0.101265825,0.116161615,0.1521197,0.8709478,0.80809015,0.8026708,22519,24800,25278,194,270,352,885.9035839617463,877.998253459431,882.8456512858913
