timestamp,none:startupDurationMs,splunk-otel:startupDurationMs,cpu:text:startupDurationMs,none:minHeapUsed,splunk-otel:minHeapUsed,cpu:text:minHeapUsed,none:maxHeapUsed,splunk-otel:maxHeapUsed,cpu:text:maxHeapUsed,none:totalAllocatedMB,splunk-otel:totalAllocatedMB,cpu:text:totalAllocatedMB,none:totalGCTime,splunk-otel:totalGCTime,cpu:text:totalGCTime,none:maxThreadContextSwitchRate,splunk-otel:maxThreadContextSwitchRate,cpu:text:maxThreadContextSwitchRate,none:iterationAvg,splunk-otel:iterationAvg,cpu:text:iterationAvg,none:iterationP95,splunk-otel:iterationP95,cpu:text:iterationP95,none:requestAvg,splunk-otel:requestAvg,cpu:text:requestAvg,none:requestP95,splunk-otel:requestP95,cpu:text:requestP95,none:netReadAvg,splunk-otel:netReadAvg,cpu:text:netReadAvg,none:netWriteAvg,splunk-otel:netWriteAvg,cpu:text:netWriteAvg,none:peakThreadCount,splunk-otel:peakThreadCount,cpu:text:peakThreadCount,none:averageCpuUser,splunk-otel:averageCpuUser,cpu:text:averageCpuUser,none:maxCpuUser,splunk-otel:maxCpuUser,cpu:text:maxCpuUser,none:averageCpuSystem,splunk-otel:averageCpuSystem,cpu:text:averageCpuSystem,none:maxCpuSystem,splunk-otel:maxCpuSystem,cpu:text:maxCpuSystem,none:averageMachineCpuTotal,splunk-otel:averageMachineCpuTotal,cpu:text:averageMachineCpuTotal,none:runDurationMs,splunk-otel:runDurationMs,cpu:text:runDurationMs,none:gcPauseMs,splunk-otel:gcPauseMs,cpu:text:gcPauseMs,none:throughputAvg,splunk-otel:throughputAvg,cpu:text:throughputAvg
1653090376,21952,21982,22874,43343048,59500848,61109024,167237632,179139792,220492576,2217.027473449707,4736.492431640625,14258.540542602539,174103469,289709592,367117706,29561.32,23548.953,22192.914,66.83208741176497,67.67976670905857,67.29729970176476,89.12422924999998,99.64858124999999,98.31414049999998,10.018848754764734,13.487506455294135,13.865036374529417,29.857813599999986,40.050123899999974,39.09517204999999,3189684,3519768,3296182,4851770,45339858,42619712,56,63,65,0.4902892,0.48971292,0.47132483,0.5924051,0.5954774,0.605,0.073425144,0.09520762,0.10316291,0.114503816,0.12911393,0.1388889,0.86472934,0.88229275,0.8568622,22688,23170,23251,174,289,367,885.9434052411104,873.031766008943,878.644693818007
1653090719,13952,21832,22785,42905400,56261120,61276432,182005248,207897536,244729648,2360.057098388672,4861.785202026367,12022.110618591309,179510875,267619471,338782045,22436.781,22264.236,29088.738,66.38552063635298,66.80546364270576,67.66219085905904,86.6374997,95.24037239999997,97.97585425,8.928095213529424,11.675493980882393,12.692201038235291,27.958199049999987,34.703211149999994,37.92540359999998,3055992,3276166,3131411,4674088,42428026,41359147,52,61,66,0.49141544,0.5006299,0.46718574,0.58567774,0.5858586,0.59799,0.07878487,0.096499205,0.10036418,0.10485934,0.12437811,0.14179105,0.8847719,0.9006807,0.8536153,22370,22466,23148,179,267,338,891.2289815794898,886.7899564288649,874.7543286171848
1653091060,14002,21907,22805,43311568,58841792,63483248,156306432,175527424,233325568,2268.567825317383,4743.61604309082,11907.295600891113,204957731,294248370,380383086,22160.203,22505.295,22567.203,66.45289000870584,67.52126229635273,66.9947110129412,90.21509999999994,99.15098739999999,95.13789149999995,9.893223950529457,13.546543856941135,12.562510497176497,30.450717949999998,41.347353149999996,36.56810274999999,3223148,3426786,3212104,4914190,44549272,42009636,51,61,71,0.4823414,0.4943512,0.4825051,0.58524173,0.60201514,0.5920398,0.07424936,0.08844088,0.101061635,0.10199005,0.11838791,0.13366337,0.8618675,0.88255656,0.8701633,22855,23178,23068,204,294,380,891.2403829977752,876.4868560618374,882.834033044643
1653091400,13897,21768,22701,42228272,58310048,61624504,205295616,161000576,229072328,2257.280746459961,4677.581726074219,14849.076118469238,223967499,295894264,333663264,22855.16,29821.207,22544.81,66.58071712599993,67.09177954082323,67.07007398188259,90.45966684999999,95.99618559999998,95.75411094999991,9.435730257352926,12.275309402411784,12.696319393882396,29.369028949999997,36.33608465,37.38202679999996,3218840,3545244,3439104,4911726,45709008,44663098,51,64,67,0.50042003,0.49230778,0.5041487,0.59125966,0.59193957,0.5725,0.077075206,0.09255593,0.10343268,0.0990099,0.14066496,0.13670886,0.8906854,0.88049793,0.89784276,22463,23305,23188,223,295,333,887.7862783846606,881.4690706973184,880.6084690236972
1653091738,13954,21959,21736,42831544,59768320,61253888,166333968,211929024,236652376,2315.4627685546875,4705.034797668457,14868.909461975098,216949278,324392846,318278104,21866.654,23381.566,22331.201,66.55283292529438,67.2654275098822,66.69696474964721,88.43369394999998,97.05463409999997,93.19330494999997,9.716826615235352,11.769456491235285,11.446301249764682,29.98158679999998,37.04069244999998,33.66851579999999,3036490,3489596,3377830,4643604,45537768,44024952,51,64,68,0.47605804,0.4850996,0.48529425,0.5833333,0.595,0.5894207,0.0772891,0.090168215,0.10917552,0.12373737,0.1182266,0.1356784,0.8666697,0.87265277,0.88558096,22522,23239,22511,216,324,318,887.9276224839878,877.4733174323736,887.9726523803854
1653092081,14013,22035,22775,43390792,60560384,61579616,195842280,181057024,263954784,2353.338508605957,4646.497634887695,12007.88956451416,184132461,280239114,344542595,22893.527,22180.076,22598.902,66.38429796529412,66.93310890247078,67.32541334235276,86.13988194999999,94.8175543,98.35150944999998,8.547048527352967,12.260472885176494,13.099421831941232,25.66000944999999,36.26747075,38.82421354999999,3147942,3526542,3222470,4763104,46102380,42602440,56,64,67,0.5039824,0.4984006,0.4836979,0.6,0.58457714,0.5829146,0.07706248,0.09552442,0.1063757,0.09774436,0.12718205,0.14962594,0.88687986,0.9004924,0.87870467,22401,22481,23287,184,280,344,891.9105087200887,883.2544405669735,878.5098220794324
1653092423,13931,21912,22714,42225856,59121216,62508848,224270416,199171744,236758080,2350.0666427612305,4750.52409362793,11889.441787719727,191367417,299489937,398307723,22476.314,22159.473,22276.434,66.4171053301176,66.83289272976468,66.97708219282329,89.3634807,94.48270819999995,94.2984469,9.102717160235294,12.171808139176514,11.577960773411768,28.40505515,36.84111889999999,34.2983881,3133846,3256346,3222288,4805146,42150462,42620628,50,60,65,0.50052214,0.47532243,0.48601303,0.5841837,0.5891089,0.59057075,0.077682726,0.090353064,0.103522964,0.1010101,0.12562814,0.15,0.8867183,0.86244047,0.87590605,22368,23274,22552,191,299,398,890.9668628347104,882.4464812821157,884.3366661375221
1653092765,13960,21951,22671,43837552,59089824,63081976,153381272,190530048,244400424,2337.1967391967773,4707.281532287598,12147.719047546387,159910369,279581337,321750506,21968.62,22407.688,22018.371,66.69880419847046,67.46519555105873,66.93354500023528,89.9528982,97.43552704999993,95.81821474999998,9.962425748882351,13.174594022117592,12.515345521647099,29.60280975,39.27877449999998,36.344168999999994,3129578,3227072,3405068,4778564,42062094,44624160,55,60,66,0.5055782,0.4419193,0.48479488,0.60453403,0.5842451,0.58,0.07465409,0.08429193,0.10684358,0.10769231,0.12864077,0.1439206,0.89070445,0.8107536,0.880555,22514,24214,22591,159,279,321,885.9659414170022,877.7668289067674,882.7971248263528
1653093104,13908,21723,22713,40685080,59358080,63990384,158878208,189389632,234634880,2346.6444702148438,4810.27823638916,14614.241760253906,212454102,247437801,344154697,22624.725,22975.22,22050.424,66.68176623847074,67.13470857270586,67.58591757282383,90.07697104999998,96.18261629999999,100.48156504999999,9.266731560529413,12.068034305235292,14.071443483529437,28.8677787,36.6077485,41.104310549999994,3296798,3380884,3547416,5051684,43883416,45446616,54,62,73,0.49364513,0.4865326,0.50126755,0.5885287,0.5929648,0.5771144,0.080527246,0.08956915,0.109545976,0.105,0.12128713,0.14035088,0.88671595,0.87464887,0.9005185,22457,23527,23205,212,247,344,887.6315949592805,880.9949242799447,875.4851116691596
1653093446,13934,21920,22725,42684272,59363504,61509632,177405952,184150544,264456704,2315.2644424438477,4756.438179016113,12225.438522338867,157707699,287014392,328060348,25660.27,22221.979,26839.297,66.57066087705876,67.09582710611774,67.01850229352941,89.3472808,94.93566389999995,96.42946819999995,9.434093650647007,11.942022054882372,12.594635818294094,29.39324704999997,35.70087625,37.85439684999999,3272324,3395778,3219600,4992494,44084670,42852385,55,61,66,0.49852443,0.47090107,0.48606884,0.5929648,0.5879397,0.5728395,0.07709001,0.08567875,0.10607259,0.11025641,0.11990408,0.14285715,0.8886998,0.84241694,0.88056946,22436,23790,23164,157,287,328,887.3350344052245,880.8308037218509,881.2778457390078
