timestamp,none:startupDurationMs,splunk-otel:startupDurationMs,cpu:text:startupDurationMs,none:minHeapUsed,splunk-otel:minHeapUsed,cpu:text:minHeapUsed,none:maxHeapUsed,splunk-otel:maxHeapUsed,cpu:text:maxHeapUsed,none:totalAllocatedMB,splunk-otel:totalAllocatedMB,cpu:text:totalAllocatedMB,none:totalGCTime,splunk-otel:totalGCTime,cpu:text:totalGCTime,none:maxThreadContextSwitchRate,splunk-otel:maxThreadContextSwitchRate,cpu:text:maxThreadContextSwitchRate,none:iterationAvg,splunk-otel:iterationAvg,cpu:text:iterationAvg,none:iterationP95,splunk-otel:iterationP95,cpu:text:iterationP95,none:requestAvg,splunk-otel:requestAvg,cpu:text:requestAvg,none:requestP95,splunk-otel:requestP95,cpu:text:requestP95,none:netReadAvg,splunk-otel:netReadAvg,cpu:text:netReadAvg,none:netWriteAvg,splunk-otel:netWriteAvg,cpu:text:netWriteAvg,none:peakThreadCount,splunk-otel:peakThreadCount,cpu:text:peakThreadCount,none:averageCpuUser,splunk-otel:averageCpuUser,cpu:text:averageCpuUser,none:maxCpuUser,splunk-otel:maxCpuUser,cpu:text:maxCpuUser,none:averageCpuSystem,splunk-otel:averageCpuSystem,cpu:text:averageCpuSystem,none:maxCpuSystem,splunk-otel:maxCpuSystem,cpu:text:maxCpuSystem,none:averageMachineCpuTotal,splunk-otel:averageMachineCpuTotal,cpu:text:averageMachineCpuTotal,none:runDurationMs,splunk-otel:runDurationMs,cpu:text:runDurationMs,none:gcPauseMs,splunk-otel:gcPauseMs,cpu:text:gcPauseMs,none:throughputAvg,splunk-otel:throughputAvg,cpu:text:throughputAvg
1657004197,19489,20854,21659,42228736,57878088,62023152,163863552,227196000,252695568,2332.5251388549805,4805.93830871582,12334.790748596191,180976035,245154618,349481459,21902.83,22154.322,25360.176,66.04064462388249,66.74018972788257,67.08507065400002,83.1325981,90.41610045,96.40752114999997,7.444236929529372,10.115901600352972,11.637388407117593,22.187969349999992,30.94305529999998,35.881971549999975,3230452,3199120,3270086,4917170,41033954,42091436,51,60,70,0.4863285,0.47481272,0.46404478,0.6092545,0.5858586,0.5817308,0.072502054,0.097265124,0.10382109,0.10473815,0.1375,0.14074074,0.85389066,0.87089086,0.851255,22206,22456,23692,180,245,349,898.1435823021893,886.9223214745487,881.6286321115783
1657004536,13889,20963,21572,41868408,56017976,62007752,143410232,217047056,252160624,2367.568733215332,4706.822044372559,15251.121879577637,170346449,262241644,367998563,23084.467,26034.176,22396.504,66.44326848764715,66.74632275458819,66.86759468376457,83.99255779999999,90.19319199999998,90.90436054999998,7.824456666529391,10.24457901958827,10.183931895823555,23.886743449999997,30.393206399999997,30.869700399999928,3026275,3561182,3371706,4622622,46018902,43659330,54,63,67,0.4970159,0.5026784,0.47445962,0.5914787,0.57393485,0.60148513,0.077994905,0.095719226,0.102865435,0.10659899,0.13316584,0.13316584,0.8751605,0.8999349,0.85723263,22302,22419,23193,170,262,367,893.2583475920521,887.4642502077863,886.379183744844
1657004876,13920,20667,21703,43612104,58395360,60537520,185251840,201144832,273269936,2391.467399597168,4721.651947021484,12147.63394165039,161953368,244909567,314246253,23359.984,23008.596,22842.084,66.26760178423537,67.27639176470613,66.70994234035318,85.2507471,92.9900576499999,91.74334764999996,8.044031550764702,10.628296227411832,10.631661146294062,24.93700705,33.226395800000006,31.82744725,3070857,3246523,3254326,4675086,42065672,42034811,53,62,65,0.49257165,0.47451356,0.4846673,0.5897436,0.58987343,0.58481014,0.076399215,0.08743154,0.1086777,0.11253197,0.12405063,0.13670886,0.86682296,0.8486013,0.8810156,22356,23588,22575,161,244,314,893.6719552558937,880.269210073068,886.2375257115751
1657005215,12977,21688,23351,41452000,58531536,61070608,181640192,225097208,245413696,2355.4121704101562,4851.156494140625,14966.696113586426,190695628,266254625,404026867,22885.146,22682.254,24072.135,66.08546730058853,66.57637962082367,66.5978687102355,84.89227029999999,91.48487799999997,92.53230409999999,7.820171611294099,10.520263331176437,10.486641345529337,24.81580429999999,31.398488599999993,32.13625079999997,3185620,3235988,3492942,4818524,42098106,44949228,51,61,64,0.480523,0.49493256,0.47433966,0.60401005,0.59799,0.565,0.07270542,0.09157391,0.10897059,0.105,0.12562814,0.1439206,0.8579063,0.88172835,0.87938786,22307,22703,22472,190,266,404,895.0959747735569,887.0597162345111,889.338705431773
1657005552,13855,22318,21586,42458304,58504192,61531616,189258944,222568960,275875712,2404.722526550293,4872.948310852051,14989.71273803711,136433310,231515033,352467085,25579.809,28103.838,22531.668,66.47723696894114,66.87053678752925,66.6008213762356,86.35139604999999,92.05448574999994,92.35195199999998,7.9555190669412035,10.523537290294179,10.5777850486471,24.883114099999993,31.67878904999998,32.11684314999999,3153802,3223164,3519020,4813442,41762526,45419492,51,64,63,0.50142825,0.49265927,0.48520818,0.601467,0.5914787,0.5989975,0.07570813,0.09268454,0.10158857,0.09898477,0.1388889,0.13417721,0.8874949,0.8785992,0.85802805,22293,22439,23135,136,231,352,892.3922974435702,883.4658032317009,888.5731150464634
1657005889,12912,20801,21684,43371904,59316280,59405592,171739648,217710600,242354808,2299.7364807128906,4880.351402282715,12451.125457763672,170679837,232433297,340550373,22887.334,22171.58,25568.574,66.34526190576486,66.58023001235324,66.77947384329381,84.6227067,91.38464945,93.13365735000001,7.8193169641764975,10.527845431882268,11.295827118588257,23.8804949,31.245906899999987,34.41372754999999,3401654,3364392,3186808,5209176,43326262,41438059,55,61,66,0.47928903,0.48910236,0.49378017,0.59753084,0.59398496,0.5875,0.074669145,0.08783391,0.10626419,0.10204082,0.115763545,0.13725491,0.8446254,0.87502253,0.8881431,23225,22390,22435,170,232,340,892.6885702481078,888.5609885122035,886.9523364038707
1657006227,13906,21687,21657,42080320,58299664,59927040,178508736,201671408,279128480,2337.354965209961,4846.184234619141,12506.326904296875,183256441,300567716,337870564,23721.24,22650.07,22245.88,66.147223641059,66.41898029905907,67.48269491541163,84.43651354999997,91.09489349999997,97.79507414999995,7.685723764117643,10.367073291294156,11.928326506235248,23.976116849999993,31.300499399999985,35.69404374999996,3099870,3275120,3200004,4725912,42132846,40861769,50,61,64,0.48786128,0.48175296,0.47210902,0.58987343,0.57974684,0.5974684,0.076034114,0.09388392,0.10207314,0.09823678,0.12342569,0.1475827,0.8644512,0.8727669,0.8572322,22272,22318,23147,183,300,337,894.1721087441248,890.3332645098561,878.0710069770053
1657006564,13888,20750,21672,41642144,59879584,60753584,177164800,168994240,261411760,2312.1536712646484,5010.653465270996,15351.0132522583,221178397,237098465,308449470,22684.295,22464.574,22085.049,66.33123398258799,66.67610168694104,66.77378892682351,85.07734049999999,91.31390454999996,92.13580639999996,7.759372046352939,10.301409864705969,10.718319869529475,23.330618599999973,31.02330234999998,32.28565264999999,3088534,3277262,3398572,4688600,42628274,43695984,52,72,67,0.48599604,0.501044,0.49202058,0.5897436,0.5843829,0.6126582,0.075506024,0.0967152,0.10693682,0.102756895,0.1209068,0.15158924,0.8645311,0.8992875,0.8872235,22334,22454,22588,221,237,308,891.5356074986412,887.2150817194484,886.3240899785835
1657006901,13000,22086,21677,42030504,59669432,59733408,170793472,206747472,255743488,2349.1800537109375,4852.5903396606445,12390.231285095215,172093995,235640570,401473604,22160.47,22154.79,22686.258,66.50630878352936,66.84068730282368,67.00110239941193,87.0620906,90.37401634999999,96.09731574999994,8.557618238588297,10.116684005058787,11.186438729823514,27.37888425,29.701961749999988,35.14691399999999,3318676,3456340,3240931,5077892,45000110,41935864,53,72,63,0.5054124,0.5069756,0.5016951,0.6092545,0.585,0.59,0.07812567,0.09668291,0.11190094,0.10526316,0.11928934,0.14105794,0.88960695,0.89957744,0.9014785,22279,22407,22421,172,235,401,890.3078663145295,886.2515465962056,883.8480436791227
1657007238,13866,20633,21631,43448832,58300160,60218432,241629696,213618792,242947832,2382.2714462280273,4856.761291503906,11849.375099182129,143584602,234427312,418188179,28293.635,22543.373,27636.219,66.2697580775294,66.58925500776462,67.17926709635282,84.80050594999999,90.71206244999993,95.23864464999994,7.73755310870587,10.283165956470627,11.260807537647063,23.697404449999986,31.028457199999995,34.299944249999974,3239732,3557888,3527632,4929130,46150838,45731836,53,61,63,0.4762664,0.50521255,0.4891112,0.5813953,0.59313726,0.6044776,0.079785675,0.096906945,0.10677049,0.12562814,0.12530121,0.15656565,0.8603256,0.8973578,0.8797117,22255,22397,23201,143,234,418,895.0012647176004,888.9821439292348,881.0848637798322
