timestamp,none:startupDurationMs,splunk-otel:startupDurationMs,profiler:startupDurationMs,none:minHeapUsed,splunk-otel:minHeapUsed,profiler:minHeapUsed,none:maxHeapUsed,splunk-otel:maxHeapUsed,profiler:maxHeapUsed,none:totalAllocatedMB,splunk-otel:totalAllocatedMB,profiler:totalAllocatedMB,none:totalGCTime,splunk-otel:totalGCTime,profiler:totalGCTime,none:maxThreadContextSwitchRate,splunk-otel:maxThreadContextSwitchRate,profiler:maxThreadContextSwitchRate,none:iterationAvg,splunk-otel:iterationAvg,profiler:iterationAvg,none:iterationP95,splunk-otel:iterationP95,profiler:iterationP95,none:requestAvg,splunk-otel:requestAvg,profiler:requestAvg,none:requestP95,splunk-otel:requestP95,profiler:requestP95,none:netReadAvg,splunk-otel:netReadAvg,profiler:netReadAvg,none:netWriteAvg,splunk-otel:netWriteAvg,profiler:netWriteAvg,none:peakThreadCount,splunk-otel:peakThreadCount,profiler:peakThreadCount,none:averageCpuUser,splunk-otel:averageCpuUser,profiler:averageCpuUser,none:maxCpuUser,splunk-otel:maxCpuUser,profiler:maxCpuUser,none:averageCpuSystem,splunk-otel:averageCpuSystem,profiler:averageCpuSystem,none:maxCpuSystem,splunk-otel:maxCpuSystem,profiler:maxCpuSystem,none:averageMachineCpuTotal,splunk-otel:averageMachineCpuTotal,profiler:averageMachineCpuTotal,none:runDurationMs,splunk-otel:runDurationMs,profiler:runDurationMs,none:gcPauseMs,splunk-otel:gcPauseMs,profiler:gcPauseMs,none:throughputAvg,splunk-otel:throughputAvg,profiler:throughputAvg
1647469320,21394,22764,22953,91024240,111085248,115847680,339197952,356285440,617611264,88299.66696929932,138486.68535614014,664616.652305603,2881456914,3700193469,6436211840,37635.72,45707.953,58011.383,605.6429276585894,620.4509829601184,662.3376466063526,694.18464725,772.6506878499998,881.4150661,12.450168568098036,20.977977034862842,31.09492190750318,52.91127189999991,86.67788714999993,126.48326644999982,9683546,9752039,9185414,13170890,52662664,53892385,87,98,108,0.3260467,0.39109358,0.4456419,0.56690997,0.5487805,0.5711009,0.1705706,0.21586154,0.25853157,0.212987,0.26715687,0.32233503,0.7176669,0.8303536,0.9278463,175743,179614,191531,2948,3803,6868,890.9118502820343,869.6388307836734,814.6749074614719
1647470187,14013,21821,23592,90319872,111802096,117573120,386022280,393778688,661285888,88786.9481048584,131733.31092071533,648878.8878860474,2955708397,3302905897,6399937487,33212.047,49453.266,55920.83,605.5827134703557,618.9086353248211,670.669188595177,697.6368371999998,762.1249741499997,899.0967145,11.816861642751658,21.172746218202118,33.29684878160743,50.084626099999966,88.05875849999951,131.93441189999996,9677080,9645146,9219167,13135607,51894981,54072708,94,100,104,0.31739882,0.39128178,0.44846913,0.5707196,0.56341463,0.55353075,0.16851014,0.21690542,0.25774786,0.20698254,0.2635468,0.32281554,0.7112671,0.8337285,0.93242246,175724,179583,193586,3029,3384,6833,891.1448421473444,871.825262043789,804.4048180088715
1647471050,14802,21865,22802,91904912,112778104,116064256,325400576,397863936,620756992,56937.14525318146,133514.64170837402,652805.7523574829,2462949760,3333504595,6422229597,40007.297,51955.69,57184.16,607.0034780540012,622.5309750787093,671.0756952188275,708.12480245,772.76622015,895.3592119,12.009612262045653,21.017972615248457,33.25378409253578,50.06564679999996,86.19866164999983,131.8910488999999,9609585,9667925,9145762,13073179,52218345,53505043,85,94,100,0.3165894,0.3872919,0.45416495,0.57828283,0.5516373,0.57788944,0.1695307,0.21504144,0.25850382,0.2125,0.25944585,0.3137255,0.7093985,0.8261378,0.9380583,175731,180608,193706,2526,3417,7025,889.0021544931888,866.6189777092019,803.9526414597894
1647471919,13992,22625,22916,88426176,106132992,105208320,379811840,400812544,603163648,91179.62795257568,129939.60358428955,683742.7946090698,2901278482,3567278571,7174735979,36197.742,47229.81,58266.234,606.7805614447099,626.2381417590594,684.7680477272937,703.3886882,782.7589430999999,918.6070553999999,11.908507865699445,23.062212381287218,35.46512977377722,50.292971449999925,95.6373209,138.90963344999994,9684324,9653893,8936263,13179232,52129255,52962901,84,100,108,0.31331372,0.41887993,0.4669387,0.5682382,0.57560974,0.5506173,0.16912578,0.21808021,0.25603575,0.19950125,0.26666668,0.30617285,0.70808405,0.8622174,0.94469595,175721,181684,197710,2974,3658,7844,889.1941189702098,861.4166289736986,787.8112555333323
1647472783,14966,21699,22823,88417968,103065600,122683392,380019408,386162688,701212152,58633.34339904785,135235.41453552246,708503.280380249,2991893169,3163255827,6968038225,37550.992,46006.492,65060.39,604.7923552557634,621.3018803107053,685.522135261999,700.70914705,781.8682774499998,925.5296284499997,12.220005334915252,21.13832741464035,36.55727864647044,51.55439169999994,87.45654044999979,143.5487473999996,9715136,9709418,9012616,13221305,52349326,53092350,84,105,108,0.325936,0.38405648,0.4770007,0.57178843,0.56598985,0.60583943,0.17015973,0.21614476,0.25740132,0.2158809,0.25765306,0.315,0.7224385,0.8239679,0.9598922,174941,179688,197933,3061,3232,7339,891.9831634597839,868.2982070257376,786.97429340642
1647473644,13914,21831,22775,92384304,109446168,121825280,327155712,404226048,664066048,92246.08420562744,133965.32089233398,654343.9201583862,2509826153,3652699478,6550051830,36409.168,51889.29,59865.67,605.716612838467,624.0135225936449,662.9849351418807,709.9671798499999,781.4637510499997,880.8613736,12.10307921123525,22.278420696228455,31.735880246064855,50.67445629999997,91.56171184999998,128.30968194999986,9718416,9743793,9250352,13208113,52512837,54083913,95,102,113,0.31474608,0.39591324,0.44581673,0.57106596,0.55932206,0.5450122,0.17128772,0.22098662,0.25924662,0.21282052,0.26666668,0.3019802,0.70735747,0.8388949,0.9290026,175706,180578,191621,2569,3742,6875,890.5998502427783,864.5529114300055,813.8174033702866
1647474507,14808,21885,22842,89785360,111546480,121039360,380460192,394195968,625999872,87251.352394104,136904.7018737793,699114.661201477,2971669468,3339782207,6855347761,33309.12,42996.703,66371.5,607.5756198350588,618.6958480197635,695.4428407735288,716.5711116,764.13850565,936.7701246499998,12.791062688993541,20.644566818470782,37.58961206660071,52.86482499999999,85.30987509999984,146.74969004999986,9710057,9764351,8884912,13207079,52664465,52628085,88,94,102,0.3223744,0.3911529,0.47772473,0.5681818,0.5609137,0.55097085,0.16989923,0.21824421,0.2558863,0.20360824,0.27532467,0.30147058,0.7141653,0.83320045,0.96019447,175672,178771,200760,3054,3420,7788,888.0880756186243,872.111977136233,775.7602794529737
1647475369,14835,22560,22898,88376288,104311296,126920464,390669952,402943488,617373696,93212.89929962158,178881.21199035645,643900.1383590698,3176606061,3037790983,6478573651,36439.89,55294.848,56958.965,606.2035524943517,628.841873303766,674.6526526531766,711.9765649,794.638187,920.8531014499998,12.31315079188897,22.899687672497564,33.36377549328099,51.135405649999974,95.98018949999984,134.30841179999982,9741926,9642286,9171352,13213390,52043788,53883664,103,101,104,0.3210438,0.39821342,0.44869897,0.5829146,0.56157637,0.57026476,0.16981068,0.21936506,0.25910485,0.205,0.270073,0.30226701,0.71483546,0.8398583,0.93336713,175755,181664,194740,3244,3095,7111,889.9844334237418,857.956937066284,799.7609997030264
1647476229,14766,21723,22859,89206784,113456008,111433888,348031104,447452672,688545280,55844.39139556885,130763.69317626953,686506.095916748,2865694894,3183295377,6691849740,33759.82,41617.863,60086.68,605.0917136798823,624.4788352501149,684.9613005218807,688.0597726499999,784.9003208999997,927.6761515499999,12.36790513135291,22.167551139287994,34.80052895211125,51.775393899999976,92.94125274999995,136.82789769999974,9737522,9728940,8955043,13226902,52539189,52962449,91,98,105,0.32703763,0.40176892,0.45799768,0.5668317,0.55582523,0.5714286,0.17229451,0.21870407,0.25652245,0.21890548,0.2781955,0.2997543,0.72777617,0.84601754,0.9387101,174911,180614,197674,2938,3260,7164,891.7234048407857,863.855794913878,787.6818438279375
1647477086,14820,22606,22710,88773016,109691904,123492360,372442560,517888376,601882624,58101.0181350708,130741.93762207031,662988.615562439,2949677484,4339035036,6797533600,43839.395,54279.914,57475.016,604.803983699177,619.215387270706,674.677223012472,702.01855745,762.7566380999999,905.3533077499999,12.43174032357512,21.108898058039355,34.02936374397432,52.25152634999988,88.69686854999992,133.63229189999993,9718498,9776038,9166285,13214816,52783248,54018163,89,100,108,0.32147178,0.3875553,0.45693126,0.5681818,0.58208954,0.57828283,0.17274666,0.22003923,0.25886887,0.24489796,0.2673522,0.31930694,0.72062194,0.8309655,0.9410989,175766,179683,194723,3024,4453,7432,892.0845471211961,871.1473185080387,799.7522749409737
