timestamp,none:startupDurationMs,splunk-otel:startupDurationMs,cpu:text:startupDurationMs,none:minHeapUsed,splunk-otel:minHeapUsed,cpu:text:minHeapUsed,none:maxHeapUsed,splunk-otel:maxHeapUsed,cpu:text:maxHeapUsed,none:totalAllocatedMB,splunk-otel:totalAllocatedMB,cpu:text:totalAllocatedMB,none:totalGCTime,splunk-otel:totalGCTime,cpu:text:totalGCTime,none:maxThreadContextSwitchRate,splunk-otel:maxThreadContextSwitchRate,cpu:text:maxThreadContextSwitchRate,none:iterationAvg,splunk-otel:iterationAvg,cpu:text:iterationAvg,none:iterationP95,splunk-otel:iterationP95,cpu:text:iterationP95,none:requestAvg,splunk-otel:requestAvg,cpu:text:requestAvg,none:requestP95,splunk-otel:requestP95,cpu:text:requestP95,none:netReadAvg,splunk-otel:netReadAvg,cpu:text:netReadAvg,none:netWriteAvg,splunk-otel:netWriteAvg,cpu:text:netWriteAvg,none:peakThreadCount,splunk-otel:peakThreadCount,cpu:text:peakThreadCount,none:averageCpuUser,splunk-otel:averageCpuUser,cpu:text:averageCpuUser,none:maxCpuUser,splunk-otel:maxCpuUser,cpu:text:maxCpuUser,none:averageCpuSystem,splunk-otel:averageCpuSystem,cpu:text:averageCpuSystem,none:maxCpuSystem,splunk-otel:maxCpuSystem,cpu:text:maxCpuSystem,none:averageMachineCpuTotal,splunk-otel:averageMachineCpuTotal,cpu:text:averageMachineCpuTotal,none:runDurationMs,splunk-otel:runDurationMs,cpu:text:runDurationMs,none:gcPauseMs,splunk-otel:gcPauseMs,cpu:text:gcPauseMs,none:throughputAvg,splunk-otel:throughputAvg,cpu:text:throughputAvg
1658532172,20322,21888,21950,91810608,97503744,118234112,628731904,436588544,794425440,64545.082679748535,148278.74509429932,716547.8070144653,2821155338,3250570120,6416612088,35089.39,44349.047,49908.152,603.8182273152923,617.1003786292949,672.9683130935289,677.2544983499998,763.3937647999998,909.23207625,9.718359876411535,19.37558573763411,34.470025512457305,39.00765764999998,79.63808359999973,132.0073454999999,9754490,9789568,9205912,13218138,52637122,49111907,89,96,101,0.33053425,0.40060252,0.47663245,0.5714286,0.56390977,0.5788177,0.16966401,0.21933149,0.2577201,0.22588833,0.26419753,0.30413625,0.7219208,0.8424671,0.95591044,174626,178511,194599,2892,3273,7571,893.5670570209223,874.1639428288795,801.8829095239641
1658533018,14732,21649,21744,86866904,102167040,109249536,610975552,695104672,754671616,61059.632263183594,147961.02129364014,648419.1138076782,3224273699,4761266563,5975181726,41406.816,41028.746,66173.51,604.0118605830588,615.8375437204699,656.5819385467033,677.4863441499998,761.36281065,873.8183509,9.834026098228678,18.616857769183095,30.585265233652994,40.71681194999999,75.25246189999999,122.26671809999978,9735597,9779228,9369638,13227250,52765057,50461262,82,96,105,0.3232936,0.39598694,0.46259862,0.5680191,0.5516373,0.59079283,0.16704684,0.21993817,0.26025373,0.23950617,0.2777778,0.31043258,0.7136763,0.83725995,0.94604325,174629,177692,189645,3325,4854,6509,893.2798804397609,876.0554040265105,821.8504652622556
1658533870,14779,21701,21820,85682240,94382048,118035672,472461504,730031104,686261320,61609.012519836426,101747.60623168945,641421.1008071899,3214958276,4013337796,6173420398,34861.57,41690.188,58390.535,603.8887161454115,613.9349394692944,667.5528407876504,682.1645302999999,746.07287575,891.7780874499996,9.649151623529473,17.543976066313753,33.05082691617645,38.639599349999976,72.60569869999998,130.5828482499999,9759726,9929253,9239449,13208613,53333199,49792828,94,93,100,0.32100224,0.381614,0.46954098,0.564433,0.5530303,0.57,0.16769746,0.21955778,0.25999987,0.21464646,0.26804122,0.30272952,0.7096158,0.8183198,0.9522001,174632,177588,192600,3358,4037,6567,893.4670233743025,879.0316928317551,808.2447506595372
1658534718,14858,21851,21766,90938352,108607488,111487488,685313536,444680976,786940416,58171.756912231445,147058.01346588135,631317.4577713013,3029486362,3472488326,6474655019,39436.133,42456.37,50299.555,607.3692789234092,615.8280017770562,662.5074909615294,715.0677944,761.5508797499999,884.7027278499993,10.530871553699388,18.570138694986774,31.48709132034676,41.62125379999998,75.45392964999985,123.32957644999999,9704168,9829226,9261719,13156978,52939042,49889066,92,91,98,0.32389686,0.39615738,0.46284616,0.55860347,0.5618812,0.5590909,0.16857332,0.21688227,0.25754383,0.2086514,0.25510204,0.3047859,0.7141317,0.8343939,0.9429321,175680,177660,191588,3102,3642,7008,888.2246337874487,876.2853657236994,814.4986843009158
1658535565,13922,21807,22668,87217600,105714288,116083712,379877168,452931584,867144704,67409.73838043213,104550.22356414795,650569.081489563,2748063519,3211939813,5759613214,39094.742,45976.664,56923.152,604.6633870071745,614.7667509801175,664.9341946509408,702.5064382999999,760.3943095,905.9087994499998,9.785078410830126,17.69656227437913,32.22171569749663,38.65229079999996,72.17028029999999,125.80579294999994,9706713,9832640,9284297,13194664,53045808,50059505,81,101,97,0.3146573,0.37678167,0.46738088,0.56997454,0.53904283,0.5550122,0.17023933,0.21691848,0.26301575,0.21761657,0.2647815,0.31840795,0.70473695,0.81334305,0.95333433,174678,177615,191640,2921,3312,6308,892.3654118073825,877.7282001733386,811.4457519277252
1658536417,14841,21838,22421,78916656,107746816,108488192,533575368,456294912,844391424,63155.34825897217,152150.91220092773,642637.0322494507,2884612920,3279466866,5795994590,36303.258,46468.65,48619.9,604.5209214804675,616.9278730576473,658.5924703875295,694.2325792,758.79440655,874.7754656,10.019245024084944,18.39828105139239,31.065677032803958,41.17829654999996,75.72159454999999,123.62732824999976,9727617,9797163,9351222,13206202,52787212,50318029,85,95,96,0.3172803,0.39779806,0.46362805,0.56532663,0.55172414,0.5654321,0.16913086,0.21798454,0.26154462,0.2113402,0.28609625,0.30922693,0.70915407,0.8366991,0.94655013,174653,178615,190582,3103,3377,6322,892.4789167764349,874.5339662687709,819.2329669156293
1658537269,14837,21904,22479,89444624,109367296,119749120,663102464,501290424,1192726928,64094.388595581055,142287.30903625488,640461.4493026733,2966728682,3832308295,7210585094,36875.113,45548.6,58291.402,603.5882207156443,616.8423541789417,662.3968470579997,693.8031078499998,766.0710944499999,889.28128705,10.133370399287513,19.436551281790727,31.538011806934453,41.09698284999995,80.06716669999993,122.83851959999981,9693753,9876695,9279950,13186701,53162191,50028377,80,98,104,0.32097867,0.40072396,0.4628757,0.56,0.5445545,0.5725,0.1685497,0.22074181,0.25936317,0.22110553,0.27272728,0.30562347,0.71153116,0.8412478,0.94315064,174706,178564,191666,3057,3988,7406,893.8329820838778,874.604536451223,814.570349859758
1658538117,14803,21723,22517,90538480,96054872,116054528,564467200,727507456,802131968,61178.525970458984,107974.25202941895,652575.3435745239,3093360365,4027499848,6620165373,35659.574,43271.24,52142.418,606.8588912159994,614.2547693091775,665.3297860378797,712.4607269999998,756.2237653999997,886.6048323499999,10.52715286292159,17.146510042255056,32.17403275501871,41.75282134999992,70.79077219999995,125.78948064999986,9670237,9854583,9276410,13129938,53089849,49996150,86,90,101,0.32121477,0.37710008,0.46711117,0.5609137,0.5750636,0.57476634,0.16776279,0.21665092,0.2594146,0.21105528,0.25862068,0.31111112,0.7072813,0.8141128,0.9498335,175644,177608,191841,3238,4057,7062,889.0584917610419,878.3066637944854,810.7248188618944
1658538962,13974,21636,21749,86370432,106954752,107518976,603944448,684341760,751640064,63334.509536743164,145708.1930618286,660656.4764709473,2937191710,3949353397,5965808885,35325.64,47910.152,50590.84,603.958401395177,619.2845183637638,659.7888883910584,703.9798417499999,772.8664956499999,880.4206414,9.906395846679693,19.56208202441826,31.2592426190065,39.891610499999956,80.38210039999966,122.11975179999995,9717272,9790617,9323878,13159574,52688637,50241485,93,98,99,0.31075743,0.40321475,0.4630489,0.59351623,0.54545456,0.5514706,0.1689852,0.219104,0.2603796,0.21534653,0.26835442,0.3216783,0.69993657,0.8432197,0.9465464,174663,178644,190639,3005,3990,6583,893.193520350038,871.2341808764639,817.7939883435943
1658539812,14762,21772,22532,90197760,103512064,114697216,668379648,727122880,751584256,65728.41181182861,141943.61672973633,646860.5432052612,2959619154,4767515120,5678009399,36594.3,48413.527,68026.03,603.6678853234125,621.0710380836449,664.5470299647064,689.9175823499999,778.54331395,892.0909900999999,9.880706171941066,20.28879441317616,31.830252475425638,40.16879209999995,83.58513339999969,127.61955659999991,9700219,9770734,9264013,13182598,52694356,49797026,82,103,102,0.32028008,0.4001593,0.4659405,0.5575,0.5575,0.56880736,0.17045254,0.21766089,0.26229933,0.2225,0.26329115,0.31930694,0.7130577,0.8369363,0.9498661,174702,179560,191987,3074,4794,6317,893.7431724042713,868.8344229518684,811.8508761907487
